genotype,plate,gompertz_mu_max,gompertz_doubling_time,gompertz_carrying_capacity,gompertz_lag_time,gompertz_r2
b1177,Plate 89 Trial 3,0.559790438,1.238226188,1.630426544,0.314300002,0.992307196
b1097,Plate 89 Trial 3,0.527072066,1.315089956,1.470881114,0.25428529,0.991761773
b3521,Plate 89 Trial 3,0.592464304,1.169939144,1.610816658,0.303102921,0.99247097
b3547,Plate 89 Trial 3,0.589434025,1.175953798,1.596324148,0.303479253,0.993113944
b3606,Plate 89 Trial 3,0.573857578,1.207873186,1.683210394,0.269859403,0.995579771
b3656,Plate 89 Trial 3,0.597171477,1.160717159,1.67494715,0.211123812,0.993712071
b4412,Plate 89 Trial 3,0.625626277,1.1079253,1.779238902,0.34199686,0.991024812
b0024,Plate 89 Trial 3,0.553098315,1.253207905,1.728784889,0.389432468,0.993398742
b1201,Plate 89 Trial 3,0.51516639,1.345482146,1.584369485,0.041238,0.992704077
b4475,Plate 89 Trial 3,0.607250362,1.141452066,1.798801204,0.383187699,0.994275644
b1969,Plate 89 Trial 3,0.644798318,1.074982923,1.820991994,0.500333696,0.993372824
b2473,Plate 89 Trial 3,0.578023166,1.199168513,1.82548802,0.501713427,0.991715488
b2774,Plate 89 Trial 3,0.587267752,1.180291576,1.833210147,0.233861097,0.994241273
b0956,Plate 89 Trial 3,0.56204801,1.23325262,1.690945956,0.335764518,0.993721882
b3065,Plate 89 Trial 3,0.479142558,1.446640815,1.371268954,0.378564737,0.9892345
b3965,Plate 89 Trial 3,0.606840977,1.142222109,1.597999499,0.288090229,0.993017545
b0946,Plate 89 Trial 3,0.563348873,1.230404842,1.721311379,0.22144115,0.991074923
b0514,Plate 89 Trial 3,0.597677657,1.159734134,1.754451406,0.223475801,0.994145911
b3779,Plate 89 Trial 3,0.669820794,1.034824818,1.913664457,0.523991341,0.994479304
b1254,Plate 89 Trial 3,0.527162406,1.314864589,1.747260873,0.335102981,0.992485342
b2420,Plate 89 Trial 3,0.215875923,3.210859144,1.394888262,-0.463478092,0.98553481
b2079,Plate 89 Trial 3,0.553316679,1.252713333,1.673142884,0.189484179,0.992746327
b0402,Plate 89 Trial 3,0.649077393,1.067896045,1.825502791,0.453870626,0.99464588
b1585,Plate 89 Trial 3,0.605836226,1.14411643,1.639485448,0.422241586,0.992786093
b1586,Plate 89 Trial 3,0.423572397,1.636431424,1.313492114,0.288906572,0.986554295
b1999,Plate 89 Trial 3,0.526435428,1.316680344,1.647976049,0.326806941,0.993586421
b2714,Plate 89 Trial 3,0.594244032,1.166435241,1.613226936,0.110221775,0.992525477
b1132,Plate 89 Trial 3,0.407632654,1.700421137,1.607933523,0.169508865,0.994758694
b0705,Plate 89 Trial 3,0.582347212,1.190264444,1.742958863,0.38508189,0.994232881
b1649,Plate 89 Trial 3,0.641635395,1.08028202,1.773707546,0.431861211,0.995434688
b2410,Plate 89 Trial 3,0.568627998,1.218981799,1.897961518,0.362287567,0.996848027
b4546,Plate 89 Trial 3,0.596278535,1.162455363,1.67126897,0.532337398,0.994021477
b2535,Plate 89 Trial 3,0.478643283,1.448149812,1.347176245,0.347347879,0.98884955
b1071,Plate 89 Trial 3,0.587709482,1.179404453,1.747653951,0.281107662,0.994674098
b2490,Plate 61 Trial 2,0.660146823,1.049989421,1.954902928,0.680298138,0.996775909
b2498,Plate 61 Trial 2,0.743342273,0.932473781,2.039256416,0.471000401,0.996703801
b2617,Plate 61 Trial 2,0.748971236,0.925465688,1.926218068,0.61836872,0.99622771
b2664,Plate 61 Trial 2,0.566911733,1.222672137,1.871639897,0.172226524,0.996078447
b2765,Plate 61 Trial 2,0.734656995,0.943497693,1.829273668,0.816389361,0.995355537
b2879,Plate 61 Trial 2,0.792382541,0.874763318,1.797709704,0.567366248,0.992947147
b2901,Plate 61 Trial 2,0.759798727,0.912277364,1.925952918,0.433470929,0.995830559
b2946,Plate 61 Trial 2,0.676791719,1.024166167,1.80412724,0.45237937,0.994092864
b2948,Plate 61 Trial 2,0.770508236,0.899597367,2.005623599,0.879743462,0.99649382
b2959,Plate 61 Trial 2,0.684542179,1.012570448,1.751315153,0.277003657,0.994137621
b2964,Plate 61 Trial 2,0.615366129,1.126398005,1.689577603,0.182079803,0.992332791
b3094,Plate 61 Trial 2,0.656699569,1.055501197,1.692872841,1.041310572,0.99767592
b3115,Plate 61 Trial 2,0.695313866,0.996883875,1.691796287,1.101025724,0.99830536
b3120,Plate 61 Trial 2,0.646964388,1.071383824,1.567366877,0.11719632,0.990343134
b3133,Plate 61 Trial 2,0.779030227,0.889756465,2.008432944,0.879251582,0.995964247
b3157,Plate 61 Trial 2,0.706555221,0.981023365,2.05558518,0.826099723,0.996715447
b3181,Plate 61 Trial 2,0.683309252,1.014397476,1.771669404,0.279005379,0.991460972
b3190,Plate 61 Trial 2,0.689623398,1.005109721,1.808882495,0.502442064,0.994564167
b3209,Plate 61 Trial 2,0.657455958,1.054286864,1.819299603,0.480721823,0.994498564
b3224,Plate 61 Trial 2,0.799640013,0.866824032,1.823637546,0.733585389,0.996320737
b3247,Plate 61 Trial 2,0.654652679,1.058801411,1.815671992,0.39930832,0.996802635
b3258,Plate 61 Trial 2,0.737943905,0.939295217,1.719442565,1.091244662,0.99617005
b4550,Plate 61 Trial 2,0.607962925,1.140114228,1.917134139,0.298245746,0.993733793
b4551,Plate 61 Trial 2,0.589308844,1.176203595,1.780042695,0.420307753,0.993996184
b3367,Plate 61 Trial 2,0.473643792,1.463435587,1.779326654,0.212610845,0.993372413
b3370,Plate 61 Trial 2,0.690074229,1.004453073,1.899001835,0.353575167,0.994361773
b2743,Plate 61 Trial 2,0.664571681,1.04299837,1.904591912,0.555493452,0.995817594
b2890,Plate 61 Trial 2,0.604837237,1.14600613,1.68738302,0.256134245,0.997884515
b3053,Plate 61 Trial 2,0.763468178,0.907892694,1.979787664,0.556717692,0.998845337
b3259,Plate 61 Trial 2,0.645260169,1.074213493,1.858704052,0.480127285,0.994997231
b3349,Plate 61 Trial 2,0.639737205,1.083487369,1.782322229,0.488887892,0.994615445
b3363,Plate 61 Trial 2,0.62027765,1.117478892,1.800728161,0.685932562,0.995220582
b3590,Plate 61 Trial 2,0.721893685,0.960179033,1.794899387,0.215971881,0.992899565
b3591,Plate 61 Trial 2,0.621779458,1.114779801,1.596656977,0.170489365,0.992347774
b3636,Plate 61 Trial 2,0.641031643,1.081299478,1.948013726,0.491432373,0.996271455
b3839,Plate 61 Trial 2,0.67790904,1.02247815,1.903176141,0.291542037,0.997764228
b3887,Plate 61 Trial 2,0.71963156,0.963197307,1.844743055,0.312378708,0.99431458
b3936,Plate 61 Trial 2,0.649610307,1.067019986,1.775973154,0.300801206,0.993221824
b3980,Plate 61 Trial 2,0.561916309,1.233541668,1.873406444,0.441895745,0.996841161
b3983,Plate 61 Trial 2,0.597543366,1.159994772,1.761764957,0.725864789,0.995450658
b4089,Plate 61 Trial 2,0.777475323,0.891535924,1.828458196,0.788230945,0.996205019
b4129,Plate 61 Trial 2,0.614977078,1.127110596,1.741259396,0.231065956,0.993294714
b4147,Plate 61 Trial 2,0.651015674,1.064716578,1.837926138,0.594865978,0.996447266
b4171,Plate 61 Trial 2,0.638879057,1.084942719,1.801714475,0.852379552,0.993249244
b4200,Plate 61 Trial 2,0.703445492,0.985360186,1.790867627,0.193975503,0.992592812
b4203,Plate 61 Trial 2,0.654545021,1.058975561,1.70261163,0.329383078,0.990623362
b4235,Plate 61 Trial 2,0.669009284,1.036080062,1.699902873,0.282094416,0.986652401
b4371,Plate 61 Trial 2,0.72818671,0.951881119,1.926806253,0.47351295,0.995196767
b4373,Plate 61 Trial 2,0.653860356,1.060084426,1.874530793,0.636364133,0.996047732
b0550,Plate 61 Trial 2,0.536990061,1.290800763,2.011514906,0.386720187,0.996297782
b0797,Plate 61 Trial 2,0.71732062,0.96630037,1.886587795,0.534566116,0.996302752
b0998,Plate 61 Trial 2,0.661851998,1.047284261,1.644713295,0.137682326,0.992323775
b1594,Plate 61 Trial 2,0.520599983,1.331439115,1.74907973,0.45659967,0.993392007
b2101,Plate 61 Trial 2,0.658256572,1.053004573,1.93424688,0.347055612,0.995608715
b2570,Plate 61 Trial 2,0.671590973,1.032097227,1.906861829,0.506039203,0.994431541
b2571,Plate 61 Trial 2,0.659686632,1.050721884,1.65557657,0.39712459,0.990842281
b3032,Plate 61 Trial 2,0.607925106,1.140185154,1.67104483,0.259834651,0.993141894
b3422,Plate 61 Trial 2,0.65320261,1.061151885,1.896917772,0.427236984,0.995555546
b3501,Plate 61 Trial 2,0.626432983,1.106498539,1.568681868,0.120428463,0.989060855
b3783,Plate 61 Trial 2,0.653300049,1.060993616,1.535954004,0.136993774,0.987728648
b4219,Plate 61 Trial 2,0.618417889,1.120839473,1.67082138,0.194348597,0.984267377
b4300,Plate 61 Trial 2,0.689539685,1.005231744,1.746756306,0.208092834,0.989950365
b4396,Plate 61 Trial 2,0.698633032,0.992147736,1.852250757,0.521686411,0.98816225
b0110,Plate 61 Trial 2,0.674268309,1.027999049,1.708544361,0.208676557,0.991303097
b0111,Plate 61 Trial 2,0.292166623,2.37243794,0.820670149,8.897764763,0.763091436
b0281,Plate 61 Trial 2,0.656444157,1.055911875,1.889081324,0.375488958,0.995436317
b0324,Plate 61 Trial 2,0.553830803,1.251550433,1.663753059,0.079107993,0.992599327
b0355,Plate 61 Trial 2,0.703348645,0.985495864,1.725802511,0.202151104,0.989781497
b0377,Plate 61 Trial 2,0.625858312,1.10751454,1.804980034,0.27799836,0.99231822
b0433,Plate 61 Trial 2,0.707418041,0.979826836,1.926569883,0.453455891,0.993574528
b0456,Plate 61 Trial 2,0.624799767,1.109390907,1.773140047,0.338081803,0.992628151
b0479,Plate 61 Trial 2,0.711109272,0.974740744,1.789236139,0.358305169,0.993236249
b0508,Plate 61 Trial 2,0.65722256,1.05466127,1.821747883,0.259332121,0.995813988
b0539,Plate 61 Trial 2,0.484991763,1.429193717,1.758524893,-0.012799253,0.994214659
b0543,Plate 61 Trial 2,0.810730538,0.854966167,1.805024927,0.52872386,0.99215981
b0555,Plate 61 Trial 2,0.802605911,0.863620826,1.770521184,0.460706723,0.994013815
b0557,Plate 61 Trial 2,0.69914627,0.991419407,1.728246445,0.20958518,0.990497418
b0569,Plate 61 Trial 2,0.720667823,0.961812306,1.900955064,0.395087162,0.993706683
b0598,Plate 61 Trial 2,0.606998324,1.14192602,1.65445056,0.171585971,0.991964316
b0731,Plate 61 Trial 2,0.44536686,1.556351052,1.59194009,0.029902451,0.99101335
b0738,Plate 61 Trial 2,0.589862385,1.175099818,1.829495507,0.194521369,0.994944112
b0880,Plate 61 Trial 2,0.483453775,1.433740341,1.508413126,-0.157842881,0.990385141
b0935,Plate 61 Trial 2,0.691903542,1.001797416,1.790982682,0.281197654,0.993016626
b0950,Plate 61 Trial 2,0.709084084,0.977524663,1.820760445,0.460492119,0.996827204
b0951,Plate 61 Trial 2,0.617580285,1.12235963,1.601986552,0.180235772,0.989497693
b0990,Plate 61 Trial 2,0.529460623,1.309157187,1.649134694,0.250106624,0.992325518
b4268,Plate 49 Trial 2,1,0.693147181,1,1,0
b4322,Plate 49 Trial 2,1,0.693147181,1,1,0
b4323,Plate 49 Trial 2,1,0.693147181,1,1,0
b0036,Plate 49 Trial 2,1,0.693147181,1,1,0
b0040,Plate 49 Trial 2,1,0.693147181,1,1,0
b0042,Plate 49 Trial 2,1,0.693147181,1,1,0
b0043,Plate 49 Trial 2,1,0.693147181,1,1,0.043653835
b0418,Plate 49 Trial 2,1,0.693147181,1,1,0
b0452,Plate 49 Trial 2,1,0.693147181,1,1,0
b0476,Plate 49 Trial 2,1,0.693147181,1,1,0
b0991,Plate 49 Trial 2,1,0.693147181,1,1,0
b1091,Plate 49 Trial 2,1,0.693147181,1,1,0
b1095,Plate 49 Trial 2,1,0.693147181,1,1,0
b1271,Plate 49 Trial 2,1,0.693147181,1,1,0
b1539,Plate 49 Trial 2,1,0.693147181,1,1,0.505721465
b1661,Plate 49 Trial 2,1,0.693147181,1,1,0.119196994
b2046,Plate 49 Trial 2,1,0.693147181,1,1,0
b2224,Plate 49 Trial 2,1,0.693147181,1,1,0
b2440,Plate 49 Trial 2,1,0.693147181,1,1,0
b2836,Plate 49 Trial 2,1,0.693147181,1,1,0
b3351,Plate 49 Trial 2,1,0.693147181,1,1,0
b3791,Plate 49 Trial 2,1,0.693147181,1,1,0
b3792,Plate 49 Trial 2,1,0.693147181,1,1,0.025961721
b3918,Plate 49 Trial 2,1,0.693147181,1,1,0.351157678
b4069,Plate 49 Trial 2,1,0.693147181,1,1,0
b0030,Plate 49 Trial 2,1,0.693147181,1,1,0.056952257
b0033,Plate 49 Trial 2,1,0.693147181,1,1,0.141918973
b0049,Plate 49 Trial 2,1,0.693147181,1,1,0
b0051,Plate 49 Trial 2,1,0.693147181,1,1,0
b0104,Plate 49 Trial 2,1,0.693147181,1,1,0.58032423
b0159,Plate 49 Trial 2,1,0.693147181,1,1,0.736925925
b0160,Plate 49 Trial 2,1,0.693147181,1,1,0
b0183,Plate 49 Trial 2,1,0.693147181,1,1,0
b0238,Plate 49 Trial 2,1,0.693147181,1,1,0
b0337,Plate 49 Trial 2,1,0.693147181,1,1,0
b0398,Plate 49 Trial 2,1,0.693147181,1,1,0
b0422,Plate 49 Trial 2,1,0.693147181,1,1,0
b0477,Plate 49 Trial 2,1,0.693147181,1,1,0.089102844
b0506,Plate 49 Trial 2,1,0.693147181,1,1,0
b0512,Plate 49 Trial 2,1,0.693147181,1,1,0
b0522,Plate 49 Trial 2,1,0.693147181,1,1,0.34381848
b0523,Plate 49 Trial 2,1,0.693147181,1,1,0
b0610,Plate 49 Trial 2,1,0.693147181,1,1,0
b0611,Plate 49 Trial 2,1,0.693147181,1,1,0
b0651,Plate 49 Trial 2,1,0.693147181,1,1,0
b0714,Plate 49 Trial 2,1,0.693147181,1,1,0
b0779,Plate 49 Trial 2,1,0.693147181,1,1,0
b0888,Plate 49 Trial 2,1,0.693147181,1,1,0
b0910,Plate 49 Trial 2,1,0.693147181,1,1,0
b0945,Plate 49 Trial 2,1,0.693147181,1,1,0
b1062,Plate 49 Trial 2,1,0.693147181,1,1,0
b1232,Plate 49 Trial 2,1,0.693147181,1,1,0
b1238,Plate 49 Trial 2,1,0.693147181,1,1,0
b4097,Plate 49 Trial 2,1,0.693147181,1,1,0
b4099,Plate 49 Trial 2,1,0.693147181,1,1,0
b4101,Plate 49 Trial 2,1,0.693147181,1,1,0.302463983
b4131,Plate 49 Trial 2,1,0.693147181,1,1,0
b4214,Plate 49 Trial 2,1,0.693147181,1,1,0
b0044,Plate 49 Trial 2,1,0.693147181,1,1,0
b0046,Plate 49 Trial 2,1,0.693147181,1,1,0
b0146,Plate 49 Trial 2,1,0.693147181,1,1,0.709305919
b0345,Plate 49 Trial 2,1,0.693147181,1,1,0
b0347,Plate 49 Trial 2,1,0.693147181,1,1,0.021652647
b0351,Plate 49 Trial 2,1,0.693147181,1,1,0
b0352,Plate 49 Trial 2,1,0.693147181,1,1,0
b0356,Plate 49 Trial 2,1,0.693147181,1,1,0
b0403,Plate 49 Trial 2,1,0.693147181,1,1,0
b0459,Plate 49 Trial 2,1,0.693147181,1,1,0.575233651
b0578,Plate 49 Trial 2,1,0.693147181,1,1,0
b0614,Plate 49 Trial 2,1,0.693147181,1,1,0
b0617,Plate 49 Trial 2,1,0.693147181,1,1,0
b0757,Plate 49 Trial 2,1,0.693147181,1,1,0
b0758,Plate 49 Trial 2,1,0.693147181,1,1,0
b0759,Plate 49 Trial 2,1,0.693147181,1,1,0
b0896,Plate 49 Trial 2,1,0.693147181,1,1,0
b0972,Plate 49 Trial 2,1,0.693147181,1,1,0.222836241
b0973,Plate 49 Trial 2,1,0.693147181,1,1,0
b0974,Plate 49 Trial 2,1,0.693147181,1,1,0
b0976,Plate 49 Trial 2,1,0.693147181,1,1,0
b0977,Plate 49 Trial 2,1,0.693147181,1,1,0
b0996,Plate 49 Trial 2,1,0.693147181,1,1,0
b0997,Plate 49 Trial 2,1,0.693147181,1,1,0
b1064,Plate 49 Trial 2,1,0.693147181,1,1,0
b1195,Plate 49 Trial 2,1,0.693147181,1,1,0.068125382
b1226,Plate 49 Trial 2,1,0.693147181,1,1,0
b1227,Plate 49 Trial 2,1,0.693147181,1,1,0
b1236,Plate 49 Trial 2,1,0.693147181,1,1,0
b1300,Plate 49 Trial 2,1,0.693147181,1,1,0
b1415,Plate 49 Trial 2,1,0.693147181,1,1,0
b1444,Plate 49 Trial 2,1,0.693147181,1,1,0
b1465,Plate 49 Trial 2,1,0.693147181,1,1,0
b1466,Plate 49 Trial 2,1,0.693147181,1,1,0
b1140,Plate 63 Trial 1,0.501488844,1.382178664,1.70009079,0.012683959,0.993088106
b1141,Plate 63 Trial 1,0.629480386,1.101141825,1.856004976,0.401093093,0.995679153
b1304,Plate 63 Trial 1,0.657136047,1.054800119,1.84251748,0.325556683,0.995007575
b1305,Plate 63 Trial 1,0.711179919,0.974643915,1.822094606,0.269832083,0.993802819
b1306,Plate 63 Trial 1,0.520755632,1.33104116,1.924635753,0.229793704,0.994946447
b1307,Plate 63 Trial 1,0.393273958,1.762504653,1.37369344,0.044579772,0.990289194
b1308,Plate 63 Trial 1,0.589256233,1.17630861,1.737546933,0.030648746,0.991404644
b1345,Plate 63 Trial 1,0.637401943,1.087456963,1.497480747,0.132275403,0.983825345
b1351,Plate 63 Trial 1,0.717412285,0.966176904,1.807184082,0.252161652,0.993467616
b1386,Plate 63 Trial 1,0.700509973,0.989489383,1.917317326,0.305784209,0.99486434
b1429,Plate 63 Trial 1,0.706437015,0.981187517,1.986780687,0.414419242,0.994137406
b1430,Plate 63 Trial 1,0.695983385,0.995924897,2.095104238,0.456895286,0.997376803
b1463,Plate 63 Trial 1,0.731289913,0.947841845,1.92867351,0.44636934,0.995032677
b1532,Plate 63 Trial 1,0.666944476,1.039287686,2.032015326,0.442061784,0.995059161
b1545,Plate 63 Trial 1,0.56872666,1.218770334,1.69246913,0.239730654,0.99148976
b1552,Plate 63 Trial 1,0.739012505,0.937937012,1.820730232,0.485585015,0.995829429
b1557,Plate 63 Trial 1,0.688391451,1.006908466,1.776633935,0.235396489,0.993821735
b1558,Plate 63 Trial 1,0.732915067,0.945740116,1.821864215,0.257182621,0.992306516
b1581,Plate 63 Trial 1,0.637754463,1.086855867,2.026770895,0.524647202,0.997235576
b1650,Plate 63 Trial 1,0.694673933,0.997802202,2.001670486,0.478418912,0.994746383
b1680,Plate 63 Trial 1,0.65178331,1.063462611,1.843454317,0.177327021,0.99418851
b1823,Plate 63 Trial 1,0.733286203,0.945261452,1.86338453,0.363408779,0.983774227
b1895,Plate 63 Trial 1,0.70514866,0.982980213,1.779783492,0.260894811,0.991720662
b2061,Plate 63 Trial 1,0.644733679,1.075090698,1.714386203,0.386181895,0.99576926
b2082,Plate 63 Trial 1,0.679955568,1.019400698,1.822096552,0.187046144,0.994815456
b2144,Plate 63 Trial 1,0.664681641,1.042825825,1.722606976,0.232713344,0.991231957
b2154,Plate 63 Trial 1,0.700142855,0.990008219,1.884715965,0.323185718,0.992175568
b2209,Plate 63 Trial 1,0.637078679,1.088008755,1.867463708,0.345159407,0.992982014
b2252,Plate 63 Trial 1,0.628622412,1.102644716,1.83033951,0.113912578,0.994007199
b2313,Plate 63 Trial 1,0.631709226,1.097256699,1.822693311,0.447538465,0.991666007
b2367,Plate 63 Trial 1,0.74819498,0.926425864,1.775999576,0.340683984,0.982060718
b2368,Plate 63 Trial 1,0.628774827,1.102377434,1.804938121,0.377946337,0.99351509
b2495,Plate 63 Trial 1,0.616719415,1.123926317,1.866711477,0.308684791,0.993848936
b2529,Plate 63 Trial 1,0.616790868,1.123796113,1.820180755,0.252416741,0.991947885
b2622,Plate 63 Trial 1,0.612034451,1.13252968,1.917736341,0.266932105,0.994159151
b2685,Plate 63 Trial 1,0.631502262,1.097616307,1.851326861,0.187857987,0.990939086
b2686,Plate 63 Trial 1,0.691093284,1.002971952,1.821307847,0.197483002,0.993833628
b2744,Plate 63 Trial 1,0.745915612,0.929256835,1.936380611,0.332582916,0.992070567
b2782,Plate 63 Trial 1,0.687734717,1.007869987,1.738401052,0.221279525,0.989460915
b2868,Plate 63 Trial 1,0.720342879,0.962246176,1.815141857,0.2874563,0.993233483
b3266,Plate 63 Trial 1,0.630817341,1.098808063,1.675666178,0.082939799,0.990054867
b3385,Plate 63 Trial 1,0.715389331,0.968909027,1.9186985,0.431458171,0.99492385
b3400,Plate 63 Trial 1,0.775598315,0.89369351,1.955641777,0.354823084,0.992434275
b3475,Plate 63 Trial 1,0.747534004,0.927245017,1.922070142,0.321538439,0.994057599
b3494,Plate 63 Trial 1,0.622918086,1.112742103,1.566635638,0.21920792,0.981210843
b3495,Plate 63 Trial 1,0.704416029,0.984002567,1.646404325,0.211686651,0.981495066
b3503,Plate 63 Trial 1,0.719404499,0.963501315,1.77166338,0.256404994,0.992804311
b3556,Plate 63 Trial 1,0.736051357,0.94171035,1.878408445,0.583246414,0.996532855
b3687,Plate 63 Trial 1,0.759506295,0.912628618,1.874148105,0.257854765,0.99338088
b3923,Plate 63 Trial 1,0.748878667,0.925580086,1.853406695,0.310197397,0.992552318
b3989,Plate 63 Trial 1,0.702193388,0.987117214,1.937804384,0.305208281,0.993151721
b3406,Plate 63 Trial 1,0.726283392,0.954375645,1.712706866,0.207924354,0.984699104
b3407,Plate 63 Trial 1,0.727157728,0.953228101,1.728512886,0.177836418,0.989336911
b3450,Plate 63 Trial 1,0.723380893,0.958204988,1.787477389,0.224247483,0.993332652
b3460,Plate 63 Trial 1,0.688272008,1.007083207,1.80209721,0.391860313,0.994998673
b3502,Plate 63 Trial 1,0.724340494,0.956935566,1.916171717,0.326314127,0.995622738
b3525,Plate 63 Trial 1,0.717380418,0.966219822,1.8020616,0.287898787,0.99255722
b3531,Plate 63 Trial 1,0.733525136,0.944953549,1.930124229,0.435952801,0.993804414
b3562,Plate 63 Trial 1,0.69239821,1.001081705,1.77790011,0.223316099,0.992426106
b3588,Plate 63 Trial 1,0.709285754,0.977246726,1.63142601,0.116205974,0.988421128
b3645,Plate 63 Trial 1,0.727590434,0.952661206,1.778627385,0.245583545,0.991945591
b3646,Plate 63 Trial 1,0.744015605,0.931629896,1.75446233,0.20700595,0.993632452
b3652,Plate 63 Trial 1,0.681426545,1.017200145,1.758944756,0.217622905,0.993232336
b3685,Plate 63 Trial 1,0.72431481,0.956969499,1.827452327,0.19267534,0.994709861
b3686,Plate 63 Trial 1,0.727303785,0.953036675,1.795709135,0.307003093,0.989965126
b3698,Plate 63 Trial 1,0.725057985,0.955988617,1.906684614,0.299307016,0.992664544
b3708,Plate 63 Trial 1,0.843087446,0.822153364,1.6971436,0.277451559,0.969509527
