CommonName,bID,GenBankID,OMV.Trial1,OMV.Trial2,OMV.Trial3,OMV.Trial4,OMV.Trial5,average.log.OMV,antilog.OMV.Trial1,antilog.OMV.Trial2,antilog.OMV.Trial3,antilog.OMV.Trial4,antilog.OMV.Trial5,average.antilog.omv,stdev.antilog
yhiL,b3490,947999,0.121271273,-0.131630096,NA,NA,NA,-0.005179412,1.322121212,0.738532997,,,,1.030327104,0.412659184
yhiM,b3491,947997,0.03427097,-0.010801302,NA,NA,NA,0.011734834,1.082108903,0.975435816,,,,1.028772359,0.075429263
yhiN,b3492,947996,0,-0.29873971,NA,NA,NA,-0.149369855,1,0.502643754,,,,0.751321877,0.351683974
pitA,b3493,948009,-0.380386791,0.017995343,NA,NA,NA,-0.181195724,0.416498277,1.042306253,,,,0.729402265,0.442513063
yhiO,b3494,948008,0.039639358,-0.046678515,NA,NA,NA,-0.003519579,1.095568049,0.898093359,,,,0.996830704,0.139635692
uspA,b3495,948007,-0.052118822,-0.145500319,NA,NA,NA,-0.098809571,0.886913321,0.715318869,,,,0.801116095,0.121335601
yhiP,b3496,948006,-0.227999364,-0.277292149,NA,NA,NA,-0.252645757,0.5915625,0.528089887,,,,0.559826194,0.044881915
yhiQ,b3497,948005,0.11684931,-0.001902521,NA,NA,NA,0.057473395,1.308727746,0.995628865,,,,1.152178306,0.221394342
prlC,b3498,948016,0.164902037,0.017465638,NA,NA,NA,0.091183838,1.461847391,1.041035736,,,,1.251441564,0.297558775
yhiR,b3499,948012,-0.017304858,0.122600236,NA,NA,NA,0.052647689,0.9609375,1.326173166,,,,1.143555333,0.258260616
gor,b3500,948014,-0.663271334,-0.742840446,NA,NA,NA,-0.70305589,0.217134417,0.180783818,,,,0.198959117,0.025703755
arsR,b3501,948013,-0.157856146,-0.035020789,NA,NA,NA,-0.096438468,0.695254573,0.922527266,,,,0.80889092,0.160706063
arsB,b3502,948011,0.088412938,0.112777697,NA,NA,NA,0.100595318,1.225781149,1.296515452,,,,1.2611483,0.050016705
arsC,b3503,948018,0.03745723,0.150578492,NA,NA,NA,0.094017861,1.090077135,1.414420337,,,,1.252248736,0.229345278
yhiS,b3504,948017,-0.15490196,0.002597814,NA,NA,NA,-0.076152073,0.7,1.005999614,,,,0.852999807,0.216374402
slp,b3506,948022,0.087651555,0.074883735,NA,NA,NA,0.081267645,1.223634054,1.188184096,,,,1.205909075,0.025066906
yhiF,b3507,948021,0.154290804,0.194726133,NA,NA,NA,0.174508469,1.426562501,1.565763385,,,,1.496162943,0.098429889
yhiD,b3508,948019,0.020443328,0.105078046,NA,NA,NA,0.062760687,1.048198003,1.27373196,,,,1.160964981,0.15947659
hdeB,b3509,948026,-0.044648395,0.120655328,NA,NA,NA,0.038003467,0.902301346,1.320247422,,,,1.111274384,0.295532505
hdeA,b3510,948025,-0.053977821,-0.012078662,NA,NA,NA,-0.033028242,0.883125,0.97257105,,,,0.927848025,0.063247909
hdeD,b3511,948024,0.061169643,-0.04630002,NA,NA,NA,0.007434812,1.151249999,0.898876404,,,,1.025063202,0.178455081
gadE,b3512,948023,-0.052535537,0.183873355,NA,NA,NA,0.065668909,0.886062717,1.527120668,,,,1.206591693,0.453296425
mdtE,b3513,948031,-0.485554422,-0.469003364,-0.176091259,-0.170261715,NA,-0.32522769,0.326923077,0.339622642,0.666666667,0.675675676,,0.502222016,0.195189216
mdtF,b3514,948030,0.211437599,0.163175569,NA,NA,NA,0.187306584,1.627187499,1.456047587,,,,1.541617543,0.121014192
gadW,b3515,948029,-0.198526969,-0.118858824,NA,NA,NA,-0.158692897,0.633101046,0.760573476,,,,0.696837261,0.09013662
gadX,b3516,948028,0.063169107,-0.475259478,-0.312070104,NA,NA,-0.241386825,1.156562501,0.334765367,0.487449799,,,0.659592556,0.437106942
gadA,b3517,948027,-0.068892319,0.134158912,NA,NA,NA,0.032633297,0.853311662,1.361942938,,,,1.1076273,0.359656624
yhjA,b3518,948038,0.092874094,0.081423941,NA,NA,NA,0.087149018,1.2384375,1.206212823,,,,1.222325161,0.022786288
treF,b3519,948037,0.140222347,-0.050207268,NA,NA,NA,0.04500754,1.381091165,0.890825688,,,,1.135958427,0.346670043
yhjB,b3520,948036,-0.227311645,0.06567374,NA,NA,NA,-0.080818953,0.5925,1.163251818,,,,0.877875909,0.403582481
yhjC,b3521,948035,0.279310746,0.152048772,NA,NA,NA,0.215679759,1.902439025,1.419216893,,,,1.660827959,0.341689646
yhjD,b3522,948033,0.060343652,0.030747097,NA,NA,NA,0.045545375,1.149062501,1.073364177,,,,1.111213339,0.053526798
yhjE,b3523,948032,-0.018294623,-0.133343764,NA,NA,NA,-0.075819194,0.95875,0.735624586,,,,0.847187293,0.157773493
yhjG,b3524,948043,-0.280922916,-0.134698574,NA,NA,NA,-0.207810745,0.52369338,0.733333333,,,,0.628513357,0.148237833
yhjH,b3525,948042,0.054714882,0.087694941,NA,NA,NA,0.071204912,1.134265916,1.223756301,,,,1.179011109,0.063279258
kdgK,b3526,948041,0.019001685,0.176675894,NA,NA,NA,0.09783879,1.044724273,1.502020617,,,,1.273372445,0.323357346
yhjJ,b3527,948040,0.304347045,0.16354855,NA,NA,NA,0.233947798,2.015334061,1.457298608,,,,1.736316335,0.394590653
dctA,b3528,948039,0.099124098,-0.008870165,NA,NA,NA,0.045126967,1.256388921,0.979782854,,,,1.118085887,0.195590026
yhjK,b3529,948048,0.222941125,0.089446223,NA,NA,NA,0.156193674,1.670864089,1.228701032,,,,1.44978256,0.312656496
bcsC,b3530,948047,-0.142709412,-0.195614634,NA,NA,NA,-0.169162023,0.719930525,0.637360825,,,,0.678645675,0.058385595
bcsZ,b3531,948046,0.025309079,0.015794267,NA,NA,NA,0.020551673,1.060007844,1.037037037,,,,1.04852244,0.016242814
bcsA,b3533,948053,-0.50375674,0.206040951,-0.385634379,NA,NA,-0.227783389,0.313504125,1.607092784,0.411496003,,,0.777364304,0.720234416
yhjQ,b3534,948052,-0.064314694,0.001894222,NA,NA,NA,-0.031210236,0.862353452,1.004371133,,,,0.933362292,0.100421666
yhjR,b3535,948051,0.127003505,-0.082061193,NA,NA,NA,0.022471156,1.339687499,0.827825513,,,,1.083756506,0.361941082
bcsE,b3536,948050,0.233386663,-0.251811973,-0.245982429,NA,NA,-0.088135913,1.711538461,0.56,0.567567568,,,0.946368676,0.662667275
bcsF,b3537,948059,-0.123244845,0.10827202,NA,NA,NA,-0.007486413,0.752930959,1.283134021,,,,1.01803249,0.37491018
bcsG,b3538,948058,0.117064045,-0.165318389,NA,NA,NA,-0.024127172,1.309375001,0.683410443,,,,0.996392722,0.442623784
yhjV,b3539,948057,-0.327613478,-0.388499224,NA,NA,NA,-0.358056351,0.4703125,0.408790483,,,,0.439551491,0.043502636
dppF,b3540,948056,-0.078799412,0.02984397,NA,NA,NA,-0.024477721,0.834066327,1.071134407,,,,0.952600367,0.167632447
dppD,b3541,948065,0.091957155,0.178631158,NA,NA,NA,0.135294157,1.235825508,1.508798203,,,,1.372311855,0.193020843
dppC,b3542,948064,0.007827181,0.209412627,NA,NA,NA,0.108619904,1.01818614,1.61961812,,,,1.31890213,0.425276632
dppB,b3543,948063,0.018988576,-0.077785165,NA,NA,NA,-0.029398295,1.044692738,0.836016473,,,,0.940354606,0.147556402
dppA,b3544,948062,-0.022576808,-0.015320434,NA,NA,NA,-0.018948621,0.949343086,0.965338364,,,,0.957340725,0.011310369
eptB,b3546,948068,0.057661811,0.080492595,NA,NA,NA,0.069077203,1.141988712,1.203628867,,,,1.172808789,0.043586172
yhjX,b3547,948066,-0.024679817,0.073945788,NA,NA,NA,0.024632986,0.94475714,1.185620741,,,,1.065188941,0.170316285
yhjY,b3548,948073,-0.385485601,-0.466262001,NA,NA,NA,-0.425873801,0.411636995,0.341773196,,,,0.376705095,0.049401166
tag,b3549,947137,0.215479963,-0.032928371,NA,NA,NA,0.091275796,1.642403883,0.9269827,,,,1.284693291,0.50587917
yiaC,b3550,946460,0.142624072,-0.05273413,NA,NA,NA,0.044944971,1.38875,0.885657633,,,,1.137203817,0.355740024
bisC,b3551,946915,-0.196159968,-0.508262956,NA,NA,NA,-0.352211462,0.636561007,0.310268041,,,,0.473414524,0.230723969
yiaD,b3552,948075,-0.568636236,-0.210190088,NA,NA,NA,-0.389413162,0.27,0.616325181,,,,0.443162591,0.244888884
tiaE,b3553,948074,-0.497782857,-0.002334439,NA,NA,NA,-0.250058648,0.317846287,0.994639176,,,,0.656242732,0.478564841
yiaF,b3554,948072,-0.37284412,-0.079016514,NA,NA,NA,-0.225930317,0.42379505,0.833649485,,,,0.628722267,0.28981085
yiaG,b3555,948071,0.199000539,0.153104232,NA,NA,NA,0.176052386,1.581250002,1.422670191,,,,1.501960097,0.112132859
cspA,b3556,948070,0.124825166,0.244490472,NA,NA,NA,0.184657819,1.332984704,1.755862372,,,,1.544423538,0.299019666
glyS,b3559,948080,0.071301868,-0.02603632,NA,NA,NA,0.022632774,1.178424785,0.94181083,,,,1.060117807,0.167311332
yiaH,b3561,948077,0.208088483,0,NA,NA,NA,0.104044242,1.614687499,1,,,,1.30734375,0.434649699
yiaA,b3562,948078,-0.18970192,-0.227565124,NA,NA,NA,-0.208633522,0.646097529,0.592154285,,,,0.619125907,0.038143634
yiaB,b3563,948152,-0.317754178,0.086931956,NA,NA,NA,-0.115411111,0.481111593,1.221608247,,,,0.85135992,0.523610206
xylB,b3564,948133,-0.02823804,-0.456501522,NA,NA,NA,-0.242369781,0.937048263,0.349541285,,,,0.643294774,0.415430168
xylA,b3565,948141,-0.242924149,-0.391218886,NA,NA,NA,-0.317071518,0.571578456,0.406238532,,,,0.488908494,0.116912982
xylF,b3566,948090,-0.047349209,-0.126730988,NA,NA,NA,-0.087040099,0.896707477,0.746911269,,,,0.821809373,0.105921914
xylG,b3567,948127,-0.296459784,-0.212359991,NA,NA,NA,-0.254409888,0.505289433,0.613253463,,,,0.559271448,0.076342097
xylH,b3568,948083,-0.044594689,-0.471949097,NA,NA,NA,-0.258271893,0.902412933,0.337326844,,,,0.619869889,0.399576206
xylR,b3569,948086,0.137648633,0.000637029,NA,NA,NA,0.069142831,1.372930753,1.00146789,,,,1.187199321,0.262663909
bax,b3570,948089,0.114569287,-0.128493429,NA,NA,NA,-0.006962071,1.301874999,0.743886318,,,,1.022880659,0.39455758
malS,b3571,948088,-0.045993823,0.08373925,NA,NA,NA,0.018872714,0.899510375,1.212660552,,,,1.056085463,0.221430613
avtA,b3572,948087,0.049148757,0.207041441,NA,NA,NA,0.128095099,1.119821385,1.610799333,,,,1.365310359,0.347173836
yiaI,b3573,948085,-0.035209558,-0.372596557,NA,NA,NA,-0.203903058,0.922126371,0.424036697,,,,0.673081534,0.352202586
yiaJ,b3574,948084,-0.014770058,0.039876548,NA,NA,NA,0.012553245,0.966562501,1.096166557,,,,1.031364529,0.091643907
yiaK,b3575,948096,-0.228550717,-0.160626444,NA,NA,NA,-0.194588581,0.590811966,0.690833765,,,,0.640822866,0.070726092
yiaL,b3576,948094,-0.516370464,-0.370787763,NA,NA,NA,-0.443579114,0.304529617,0.425806451,,,,0.365168034,0.085755672
yiaM,b3577,948093,-0.061886991,-0.18005613,NA,NA,NA,-0.120971561,0.8671875,0.660608063,,,,0.763897781,0.146073721
yiaN,b3578,948092,-0.086291948,0.021214883,NA,NA,NA,-0.032538533,0.819800261,1.050061856,,,,0.934931058,0.162819536
yiaO,b3579,948091,0.250191205,-0.074839979,NA,NA,NA,0.087675613,1.779062498,0.841705221,,,,1.310383859,0.662811687
lyxK,b3580,948101,-0.014360277,0.062806154,NA,NA,NA,0.024222939,0.967474937,1.15559633,,,,1.061535633,0.133021913
sgbH,b3581,948098,0.162528723,0.00640399,NA,NA,NA,0.084466357,1.453880538,1.014854987,,,,1.234367762,0.310437944
sgbU,b3582,948100,0.035298496,0.037746771,NA,NA,NA,0.036522634,1.084672167,1.090804123,,,,1.087738145,0.004335948
sgbE,b3583,948099,0.140251749,0.047249272,NA,NA,NA,0.093750511,1.381184669,1.114934289,,,,1.248059479,0.188267449
yiaT,b3584,948097,0.327953644,0.217763273,NA,NA,NA,0.272858459,2.127911903,1.651061586,,,,1.889486745,0.337184093
yiaU,b3585,948107,-0.401356396,-0.402575061,NA,NA,NA,-0.401965729,0.396865735,0.395753659,,,,0.396309697,0.000786356
yiaV,b3586,948106,-0.176770375,-0.116505569,NA,NA,NA,-0.146637972,0.665625,0.764705882,,,,0.715165441,0.070060764
yiaW,b3587,948105,-0.239624643,0.002433029,NA,NA,NA,-0.118595807,0.5759375,1.005617978,,,,0.790777739,0.30382998
aldB,b3588,948104,0.144315475,-0.052009965,NA,NA,NA,0.046152755,1.394169171,0.887135656,,,,1.140652414,0.358526836
yiaY,b3589,948102,-0.183892596,0.091365952,NA,NA,NA,-0.046263322,0.65479809,1.234144329,,,,0.94447121,0.409659654
selB,b3590,948103,-0.127594541,-0.174054418,NA,NA,NA,-0.15082448,0.745427583,0.669800677,,,,0.70761413,0.053476298
selA,b3591,948124,-0.410849693,-0.147109123,NA,NA,NA,-0.278979408,0.388284726,0.712673938,,,,0.550479332,0.229377811
yibF,b3592,948113,-0.001212267,-0.444158962,NA,NA,NA,-0.222685615,0.997212544,0.359617683,,,,0.678415113,0.45084765
rhsA,b3593,948120,-0.251302781,-0.079552179,NA,NA,NA,-0.16542748,0.560656961,0.832621883,,,,0.696639422,0.19230824
yibA,b3594,948108,0.186815124,0.071312415,NA,NA,NA,0.12906377,1.537499998,1.178453403,,,,1.357976701,0.253884282
yibG,b3596,948111,-0.032101173,-0.091702839,NA,NA,NA,-0.061902006,0.92875,0.809649703,,,,0.869199852,0.084216628
yibH,b3597,948110,-0.090009626,-0.1528973,NA,NA,NA,-0.121453463,0.8128125,0.703238599,,,,0.75802555,0.077480449
yibI,b3598,948109,-0.063430216,0.186380406,NA,NA,NA,0.061475095,0.864111498,1.535961769,,,,1.200036634,0.475069883
mtlA,b3599,948118,-0.090148835,-0.252905065,NA,NA,NA,-0.17152695,0.812552003,0.558592287,,,,0.685572145,0.179576637
mtlD,b3600,948117,0.008373772,-0.065965093,NA,NA,NA,-0.028795661,1.019468408,0.859082569,,,,0.939275488,0.113409914
mtlR,b3601,948116,-0.067999566,-0.153418699,NA,NA,NA,-0.110709133,0.855067567,0.702394821,,,,0.778731194,0.107955934
yibL,b3602,948115,0.236474279,0.136131417,NA,NA,NA,0.186302848,1.723749999,1.368142761,,,,1.54594638,0.251452289
lldP,b3603,948114,0.097144703,-0.091185425,NA,NA,NA,0.002979639,1.250675675,0.810614886,,,,1.030645281,0.311169968
lldR,b3604,948122,0.00015186,-0.315451096,NA,NA,NA,-0.157649618,1.000349732,0.483669725,,,,0.742009728,0.365347936
lldD,b3605,948121,-0.171292376,-0.020405154,NA,NA,NA,-0.095848765,0.674074074,0.954102087,,,,0.814088081,0.198009707
yibK,b3606,948119,-0.408200132,-0.3629949,NA,NA,NA,-0.385597516,0.39066083,0.433515969,,,,0.412088399,0.03030316
cysE,b3607,948126,-0.130613979,-0.338214152,NA,NA,NA,-0.234414066,0.740262963,0.458971637,,,,0.5996173,0.198903004
grxC,b3610,948132,-0.155234792,0.110188001,NA,NA,NA,-0.022523396,0.699463744,1.288807341,,,,0.994135542,0.416728854
yibN,b3611,948131,-0.373580663,-0.423245874,0.005752329,0.011581873,NA,-0.194873084,0.423076923,0.377358491,1.013333334,1.027027028,,0.710198944,0.358465394
gpmM,b3612,948130,0.308344288,0.530386948,NA,NA,NA,0.419365618,2.033968806,3.391461943,,,,2.712715374,0.959892603
envC,b3613,948129,0.539269161,0.583220168,0.688419822,0.694249366,NA,0.626289629,3.461538458,3.830188676,4.88,4.94594595,,4.279418271,0.747371433
yibQ,b3614,948128,0.013552498,-0.132733033,NA,NA,NA,-0.059590268,1.031697785,0.736659794,,,,0.884178789,0.208623364
yibD,b3615,948140,0.069309231,0.208239919,NA,NA,NA,0.138774575,1.173030302,1.61525063,,,,1.394140466,0.312696993
tdh,b3616,948139,-0.181060764,-0.27760819,NA,NA,NA,-0.229334477,0.659081674,0.52770573,,,,0.593393702,0.092896821
kbl,b3617,948138,0.150384424,0.195875518,NA,NA,NA,0.173129971,1.413788433,1.569912755,,,,1.491850594,0.110396567
htrL,b3618,948137,-0.104135745,0.007140416,NA,NA,NA,-0.048497665,0.786799826,1.016577319,,,,0.901688572,0.162477224
rfaD,b3619,948134,0.447334151,0.462943328,NA,NA,NA,0.45513874,2.801135716,2.903643727,,,,2.852389721,0.07248411
rfaL,b3622,948148,-0.545055639,-0.265592155,NA,NA,NA,-0.405323897,0.285065304,0.542510121,,,,0.413787713,0.182040976
rfaZ,b3624,948146,0.078802776,0.02705475,NA,NA,NA,0.052928763,1.198954704,1.06427718,,,,1.131615942,0.095231391
rfaY,b3625,948145,-0.105628578,-0.10894357,NA,NA,NA,-0.107286074,0.784099942,0.778137652,,,,0.781118797,0.004215976
rfaJ,b3626,948142,0.017403109,0.01858596,NA,NA,NA,0.017994535,1.04088586,1.043724697,,,,1.042305279,0.002007361
rfaI,b3627,948143,0.396962301,0.578207545,NA,NA,NA,0.487584923,2.494378193,3.786234819,,,,3.140306506,0.913480581
rfaB,b3628,948144,0.039324284,0.035838425,NA,NA,NA,0.037581355,1.094773519,1.086021505,,,,1.090397512,0.006188609
rfaS,b3629,948151,0,0.167568445,NA,NA,NA,0.083784223,1,1.470850204,,,,1.235425102,0.332941372
rfaP,b3630,948150,0.072345736,0.213469361,NA,NA,NA,0.142907549,1.181260647,1.634817812,,,,1.40803923,0.320713347
rfaG,b3631,948149,0.318167907,0.534316477,NA,NA,NA,0.426242192,2.080500895,3.42228739,,,,2.751394142,0.948786329
rfaQ,b3632,948155,0.006899534,-0.221263052,NA,NA,NA,-0.107181759,1.01601363,0.600809717,,,,0.808411673,0.293593502
mutM,b3635,946765,0.3220335,-0.018554132,NA,NA,NA,0.151739684,2.099101795,0.958177278,,,,1.528639537,0.806755463
rpmG,b3636,946318,-0.120170523,-0.090868192,NA,NA,NA,-0.105519358,0.758279783,0.811207221,,,,0.784743502,0.037425351
yicR,b3638,948968,-0.549380581,-0.035317642,-0.390076295,NA,NA,-0.324924839,0.282240556,0.921896907,0.407308717,,,0.537148727,0.339019001
slmA,b3641,948158,-0.813290676,-0.331172346,NA,NA,NA,-0.572231511,0.153712549,0.466474227,,,,0.310093388,0.221155904
pyrE,b3642,948157,-0.283182162,-0.395308048,NA,NA,NA,-0.339245105,0.520976145,0.402431486,,,,0.461703815,0.083823733
rph,b3643,948156,-0.149483718,-0.001937502,NA,NA,NA,-0.07571061,0.708787879,0.995548673,,,,0.852168276,0.202770502
yicC,b3644,948154,0.152670478,0.086510384,NA,NA,NA,0.119590431,1.421250001,1.220423001,,,,1.320836501,0.142006134
dinD,b3645,948153,0.022838133,-0.038698024,NA,NA,NA,-0.007929946,1.053993986,0.914749069,,,,0.984371528,0.098461026
yicG,b3646,948165,0.026272157,0.048830342,NA,NA,NA,0.03755125,1.062361093,1.119000658,,,,1.090680876,0.040050221
ligB,b3647,948164,0.164983378,0.131362958,NA,NA,NA,0.148173168,1.462121213,1.353203019,,,,1.407662116,0.077016793
rpoZ,b3649,948160,-0.235464112,-0.097651319,NA,NA,NA,-0.166557716,0.581481481,0.798635629,,,,0.690058555,0.15355117
trmH,b3651,948161,0.073729323,0.072946703,NA,NA,NA,0.073338013,1.18502994,1.182896381,,,,1.18396316,0.001508654
recG,b3652,948162,0.147318739,0.044556597,NA,NA,NA,0.095937668,1.403843641,1.108042955,,,,1.255943298,0.20916267
gltS,b3653,948166,0.034042776,0.027866097,NA,NA,NA,0.030954437,1.081540473,1.066267316,,,,1.073903894,0.010799753
yicE,b3654,948172,0.145677955,0.148398438,NA,NA,NA,0.147038197,1.398549863,1.407338077,,,,1.40294397,0.006214206
yicH,b3655,948171,0.32280055,0.193165077,NA,NA,NA,0.257982814,2.1028125,1.560145407,,,,1.831478954,0.383723581
yicI,b3656,948169,0.000814048,-0.027862381,NA,NA,NA,-0.013524167,1.001876173,0.937859148,,,,0.96986766,0.045266872
yicJ,b3657,948168,0.2275153,0.054831945,NA,NA,NA,0.141173623,1.688555345,1.134571696,,,,1.411563521,0.391725595
setC,b3659,948177,-0.036150807,-0.037225496,NA,NA,NA,-0.036688152,0.920130005,0.9178559,,,,0.918992953,0.001608035
yicL,b3660,948176,0.1490324,0.205316069,NA,NA,NA,0.177174235,1.409393941,1.604412619,,,,1.50690328,0.13789903
nlpA,b3661,948175,0.14298214,0.107388295,NA,NA,NA,0.125185218,1.389895472,1.280525688,,,,1.33521058,0.077336116
yicM,b3662,948213,0.127222433,-0.09033549,NA,NA,NA,0.018443472,1.340363007,0.812202852,,,,1.076282929,0.373465627
yicN,b3663,948173,0.188179019,0.076906821,NA,NA,NA,0.13254292,1.542336083,1.193731959,,,,1.368034021,0.24650034
yicO,b3664,948174,0.201187147,0.096845536,NA,NA,NA,0.149016342,1.589231436,1.249814434,,,,1.419522935,0.240004064
ade,b3665,948210,0.055756318,-0.146369966,NA,NA,NA,-0.045306824,1.136989144,0.713887921,,,,0.925438533,0.299177744
uhpT,b3666,948201,0.020369952,-0.023381743,NA,NA,NA,-0.001505896,1.04802092,0.947585174,,,,0.997803047,0.071018797
uhpC,b3667,948184,0.044218347,0.062704338,NA,NA,NA,0.053461343,1.107180293,1.155325444,,,,1.131252868,0.034043763
uhpB,b3668,948195,0.174264458,0.17939652,NA,NA,NA,0.176830489,1.493703704,1.511459519,,,,1.502581611,0.012555257
uhpA,b3669,948178,0.024090205,0.059393066,NA,NA,NA,0.041741636,1.057037038,1.146550178,,,,1.101793608,0.063295348
ilvN,b3670,948183,-0.164818536,-0.177807319,NA,NA,NA,-0.171312928,0.68419747,0.664037615,,,,0.674117543,0.01425517
ilvB,b3671,948182,-0.021081574,0.083681068,NA,NA,NA,0.031299747,0.952617216,1.212498104,,,,1.08255766,0.183763538
ivbL,b3672,948181,-0.005558025,-0.099704785,NA,NA,NA,-0.052631405,0.987283718,0.794868369,,,,0.891076044,0.136058198
emrD,b3673,948180,-0.121245787,0.022849107,NA,NA,NA,-0.04919834,0.75640469,1.05402062,,,,0.905212655,0.210446242
yidF,b3674,948179,-0.231520172,0.164388943,NA,NA,NA,-0.033565615,0.586786114,1.460121322,,,,1.023453718,0.617541248
yidG,b3675,948191,-0.130003541,-0.135496353,NA,NA,NA,-0.132749947,0.741304197,0.73198747,,,,0.736645834,0.006587921
yidH,b3676,948190,0.107114232,0.154765891,NA,NA,NA,0.130940062,1.279717863,1.428123912,,,,1.353920888,0.104938924
yidI,b3677,948189,0.229747016,-0.00932031,NA,NA,NA,0.110213353,1.697254684,0.978767838,,,,1.338011261,0.508046922
yidJ,b3678,948188,0.199029857,0.142201668,NA,NA,NA,0.170615763,1.581356751,1.387399929,,,,1.48437834,0.137148184
yidK,b3679,948185,0.072950142,0.119844984,NA,NA,NA,0.096397563,1.182905748,1.317786287,,,,1.250346017,0.095374944
yidL,b3680,948186,-0.130253079,-0.021020674,NA,NA,NA,-0.075636877,0.740878379,0.952750809,,,,0.846814594,0.149816432
glvG,b3681,1450301,0.067426703,0.172367382,NA,NA,NA,0.119897043,1.167956594,1.487193169,,,,1.327574882,0.225734347
glvB,b3682,2847721,0.110225039,0.229520941,NA,NA,NA,0.16987299,1.288917259,1.696371397,,,,1.492644328,0.288113584
glvC,b3683,2847721,0.077643141,0.144696803,NA,NA,NA,0.111169972,1.195757576,1.395393845,,,,1.29557571,0.14116416
yidP,b3684,948194,0.041533396,-0.04364471,NA,NA,NA,-0.001055657,1.100356456,0.904389039,,,,1.002372747,0.13856989
yidE,b3685,948193,0.03369074,0.091257926,NA,NA,NA,0.062474333,1.080664139,1.233837387,,,,1.157250763,0.108309843
ibpB,b3686,948192,-0.037762754,-0.180395501,NA,NA,NA,-0.109079128,0.916721139,0.660092045,,,,0.788406592,0.181464173
ibpA,b3687,948200,0.072371561,0.026849303,NA,NA,NA,0.049610432,1.181330892,1.063773832,,,,1.122552362,0.083125394
yidQ,b3688,948199,-0.060829865,-0.120177248,NA,NA,NA,-0.090503557,0.869300911,0.758268041,,,,0.813784476,0.078512096
yidR,b3689,948198,-0.152567281,-0.17806903,NA,NA,NA,-0.165318156,0.703773191,0.663637579,,,,0.683705385,0.028380164
cbrA,b3690,948197,-0.028645181,-0.181026272,NA,NA,NA,-0.104835727,0.936170214,0.659134021,,,,0.797652117,0.195894171
dgoT,b3691,948196,0.494136022,-0.097519835,0.010776281,NA,NA,0.13579749,3.11986658,0.798877455,1.025123716,,,1.647955917,1.279721686
dgoK,b3693,948207,0.058229721,-0.240938736,NA,NA,NA,-0.091354508,1.143483023,0.574197456,,,,0.858840239,0.402545685
yidX,b3696,948202,-0.382990474,-0.116983525,NA,NA,NA,-0.249987,0.414008756,0.76386476,,,,0.588936758,0.247385553
yidA,b3697,948204,-0.046856721,-0.077762623,NA,NA,NA,-0.062309672,0.897724916,0.836059868,,,,0.866892392,0.043603774
yidB,b3698,948212,-0.123483876,-0.002768953,NA,NA,NA,-0.063126415,0.752516668,0.993644532,,,,0.8730806,0.170503148
recF,b3700,948209,0.004012286,0.154508694,NA,NA,NA,0.07926049,1.009281438,1.427278402,,,,1.21827992,0.295568488
trmE,b3706,948222,-0.015021534,0.048859461,NA,NA,NA,0.016918964,0.96600298,1.119075689,,,,1.042539334,0.108238751
tnaC,b3707,948223,-0.144333569,-0.06038476,NA,NA,NA,-0.102359165,0.717243186,0.870192308,,,,0.793717747,0.108151361
tnaA,b3708,948221,-0.01909358,-0.172678318,NA,NA,NA,-0.095885949,0.956987841,0.671926365,,,,0.814457103,0.201568903
tnaB,b3709,948220,0.061692228,-0.043139796,NA,NA,NA,0.009276216,1.152636128,0.9054411,,,,1.029038614,0.174793281
mdtL,b3710,948219,0.135984046,0.229460785,NA,NA,NA,0.182722416,1.367678582,1.696136441,,,,1.531907512,0.232254779
yidZ,b3711,948227,0.106479323,0.09411763,NA,NA,NA,0.100298477,1.277848369,1.241988658,,,,1.259918514,0.025356645
yieE,b3712,948226,0.026814481,0.048439911,NA,NA,NA,0.037627196,1.063688542,1.117995128,,,,1.090841835,0.038400555
yieF,b3713,948225,-0.0851626,0.029368237,NA,NA,NA,-0.027897182,0.82193486,1.069961712,,,,0.945948286,0.175381469
yieG,b3714,948224,-0.21670381,-0.183716007,NA,NA,NA,-0.200209909,0.607150267,0.655064392,,,,0.631107329,0.033880403
yieH,b3715,948232,0.18697551,0.001810191,NA,NA,NA,0.094392851,1.538067906,1.004176818,,,,1.271122362,0.377518009
yieI,b3716,948231,-0.138678262,-0.01040276,NA,NA,NA,-0.074540511,0.726644077,0.976331362,,,,0.85148772,0.176555572
cbrC,b3717,948230,0.112200306,-0.211099076,NA,NA,NA,-0.049449385,1.29479289,0.615036548,,,,0.954914719,0.480660319
yieK,b3718,948229,-0.094184208,-0.049936411,NA,NA,NA,-0.07206031,0.805036909,0.891381444,,,,0.848209176,0.061054806
yieL,b3719,948272,0.217489659,-0.005442493,NA,NA,NA,0.106023583,1.650021712,0.987546393,,,,1.318784052,0.468440791
bglH,b3720,948228,-0.118629263,0.111421519,NA,NA,NA,-0.003603872,0.760975609,1.292473118,,,,1.026724364,0.375825493
bglB,b3721,948234,0.069298271,0.145387453,NA,NA,NA,0.107342862,1.173000699,1.397614678,,,,1.285307689,0.158826067
bglF,b3722,948236,0.1685059,0.086971061,NA,NA,NA,0.127738481,1.474028566,1.221718249,,,,1.347873407,0.178410336
bglG,b3723,948235,0.169495617,0.157437709,NA,NA,NA,0.163466663,1.477391571,1.436936938,,,,1.457164255,0.028605745
phoU,b3724,948233,-0.157273062,0.036376803,NA,NA,NA,-0.06044813,0.696188649,1.087368638,,,,0.891778644,0.276606023
